user,date,cluster,cluster_name
367,2022-03-15 22:31:32,10,Achiever
367,2022-03-20 12:12:27,14,Regular_achieverlike
367,2022-04-08 09:44:09,14,Regular_achieverlike
367,2022-04-11 18:18:27,12,Halfhearted
367,2022-04-19 13:00:42,12,Halfhearted
367,2022-04-26 19:31:44,12,Halfhearted
367,2022-05-05 17:26:32,12,Halfhearted
368,2022-03-15 22:31:32,13,Underachiever
368,2022-03-20 12:12:27,13,Underachiever
368,2022-04-08 09:44:09,12,Halfhearted
368,2022-04-11 18:18:27,12,Halfhearted
368,2022-04-19 13:00:42,12,Halfhearted
368,2022-04-26 19:31:44,15,Regular_halfheartedlike
368,2022-05-05 17:26:32,12,Halfhearted
369,2022-03-15 22:31:32,12,Halfhearted
369,2022-03-20 12:12:27,14,Regular_achieverlike
369,2022-04-08 09:44:09,12,Halfhearted
369,2022-04-11 18:18:27,12,Halfhearted
369,2022-04-19 13:00:42,15,Regular_halfheartedlike
369,2022-04-26 19:31:44,12,Halfhearted
369,2022-05-05 17:26:32,12,Halfhearted
370,2022-03-15 22:31:32,10,Achiever
370,2022-03-20 12:12:27,14,Regular_achieverlike
370,2022-04-08 09:44:09,14,Regular_achieverlike
370,2022-04-11 18:18:27,12,Halfhearted
370,2022-04-19 13:00:42,15,Regular_halfheartedlike
370,2022-04-26 19:31:44,15,Regular_halfheartedlike
370,2022-05-05 17:26:32,10,Achiever
